	ORF	Metabolite
0	YBR242W	thymidine
0	YBR242W	dTMP
0	YBR242W	2'-deoxyadenosine
0	YBR242W	dAMP
0	YBR242W	2'-deoxyguanosine
0	YBR242W	dGMP
0	YBR243C	UMP
0	YBR243C	N-Acetyl-D-glucosaminyldiphosphodolichol
0	YBR243C	UDP-N-acetyl-alpha-D-glucosamine
0	YBR243C	dolichyl phosphate
0	YBR244W	glutathione disulfide
0	YBR244W	H2O
0	YBR244W	hydrogen peroxide
0	YBR244W	glutathione
0	YBR248C	AICAR
0	YBR248C	H+
0	YBR248C	D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate
0	YBR248C	L-glutamate
0	YBR248C	L-glutamine
0	YBR248C	5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide
0	YBR249C	phosphate
0	YBR249C	7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid
0	YBR249C	D-erythrose 4-phosphate
0	YBR249C	H2O
0	YBR249C	phosphoenolpyruvate
0	YBR252W	H+
0	YBR252W	dUMP
0	YBR252W	diphosphate
0	YBR252W	dUTP
0	YBR252W	H2O
0	YBR256C	riboflavin
0	YBR256C	5-amino-6-(D-ribitylamino)uracil
0	YBR256C	H+
0	YBR256C	6,7-dimethyl-8-(1-D-ribityl)lumazine
0	YBR263W	L-glycine
0	YBR263W	5,10-methylenetetrahydrofolate
0	YBR263W	H2O
0	YBR263W	THF
0	YBR263W	L-serine
0	YBR265W	sphinganine
0	YBR265W	NADP(+)
0	YBR265W	3-ketosphinganine
0	YBR265W	H+
0	YBR265W	NADPH
0	YBR281C	L-glutamate
0	YBR281C	L-cysteinylglycine
0	YBR281C	H2O
0	YBR281C	glutathione
0	YBR291C	citrate
0	YBR291C	phosphoenolpyruvate
0	YBR291C	(S)-malate
0	YBR291C	isocitrate
0	YBR293W	L-histidine
0	YBR293W	H+
0	YBR293W	L-lysine
0	YBR293W	L-arginine
0	YBR293W	L-tyrosine
0	YBR294W	sulphate
0	YBR295W	cadmium(2+)
0	YBR295W	phosphate
0	YBR295W	H+
0	YBR295W	ADP
0	YBR295W	H2O
0	YBR295W	ATP
0	YBR296C	phosphate
0	YBR296C	H+
0	YBR298C	H+
0	YBR298C	maltose
0	YBR299W	D-glucose
0	YBR299W	maltose
0	YBR299W	H2O
0	YBR299W	alpha-maltotriose
0	YBR299W	D-fructose
0	YBR299W	turanose
0	YCL004W	CMP
0	YCL004W	3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-18:0, 2-16:1)
0	YCL004W	glycerol 3-phosphate
0	YCL004W	CDP-diacylglycerol (1-18:0, 2-16:1)
0	YCL004W	3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:1, 2-18:1)
0	YCL004W	CDP-diacylglycerol (1-16:1, 2-18:1)
0	YCL004W	3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-18:1, 2-16:1)
0	YCL004W	CDP-diacylglycerol (1-18:1, 2-16:1)
0	YCL004W	3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:0, 2-16:1)
0	YCL004W	CDP-diacylglycerol (1-16:0, 2-16:1)
0	YCL004W	3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:0, 2-18:1)
0	YCL004W	CDP-diacylglycerol (1-16:0, 2-18:1)
0	YCL004W	3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:1, 2-16:1)
0	YCL004W	CDP-diacylglycerol (1-16:1, 2-16:1)
0	YCL009C	carbon dioxide
0	YCL009C	2-acetyllactic acid
0	YCL009C	pyruvate
0	YCL009C	H+
0	YCL009C	(S)-2-acetyl-2-hydroxybutanoate
0	YCL009C	2-oxobutanoate
0	YCL017C	L-alanine
0	YCL017C	(sulfur carrier)-SH
0	YCL017C	L-cysteine
0	YCL017C	(sulfur carrier)-H
0	YCL018W	(2S)-2-isopropyl-3-oxosuccinate
0	YCL018W	H+
0	YCL018W	NADH
0	YCL018W	(2R,3S)-3-isopropylmalate
0	YCL018W	NAD
0	YCL025C	L-tyrosine
0	YCL025C	H+
0	YCL025C	L-glutamine
0	YCL025C	L-threonine
0	YCL025C	L-valine
0	YCL025C	L-glutamate
0	YCL025C	L-leucine
0	YCL025C	L-asparagine
0	YCL025C	L-methionine
0	YCL025C	L-phenylalanine
0	YCL025C	L-alanine
0	YCL025C	L-isoleucine
0	YCL025C	L-glycine
0	YCL025C	L-serine
0	YCL025C	L-cysteine
0	YCL030C	L-histidine
0	YCL030C	H+
0	YCL030C	NADH
0	YCL030C	L-histidinol
0	YCL030C	H2O
0	YCL030C	NAD
0	YCL030C	1-(5-phosphoribosyl)-5'-AMP
0	YCL030C	diphosphate
0	YCL030C	5-phosphoribosyl-ATP
0	YCL030C	1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide
0	YCL035C	glutathione disulfide
0	YCL035C	H2O
0	YCL035C	hydrogen peroxide
0	YCL035C	glutathione
0	YCL035C	NADP(+)
0	YCL035C	H+
0	YCL035C	NADPH
0	YCL038C	L-leucine
0	YCL038C	L-isoleucine
0	YCL038C	L-tyrosine
0	YCL040W	D-glucose 6-phosphate
0	YCL040W	ADP
0	YCL040W	H+
0	YCL040W	ATP
0	YCL040W	D-glucose
0	YCL047C	NAD
0	YCL047C	diphosphate
0	YCL047C	ATP
0	YCL047C	H+
0	YCL047C	NMN
0	YCL050C	P(1),P(4)-bis(5'-guanosyl) tetraphosphate
0	YCL050C	phosphate
0	YCL050C	H+
0	YCL050C	GDP
0	YCL050C	GTP
0	YCL050C	5'-adenylyl sulfate
0	YCL050C	ADP
0	YCL050C	sulphate
0	YCL050C	P1-(5'-adenosyl),P4-(5'-guanosyl) tetraphosphate
0	YCL052C	dolichyl phosphate
0	YCL052C	6-O-[alpha-D-mannosyl-(1->4)-alpha-D-glucosaminyl]-O-acyl-1-phosphatidyl-1D-myo-inositol
0	YCL052C	dolichyl D-mannosyl phosphate
0	YCL052C	6-(alpha-D-glucosaminyl)-O-acyl-1-phosphatidyl-1D-myo-inositol
0	YCL064C	pyruvate
0	YCL064C	ammonium
0	YCL064C	L-serine
0	YCL064C	2-oxobutanoate
0	YCL064C	L-threonine
0	YCL069W	H+
0	YCL069W	L-lysine
0	YCL069W	L-histidine
0	YCR005C	coenzyme A
0	YCR005C	H+
0	YCR005C	citrate
0	YCR005C	H2O
0	YCR005C	oxaloacetate
0	YCR005C	acetyl-CoA
0	YCR010C	acetate
0	YCR011C	cholesterol
0	YCR012W	ATP
0	YCR012W	3-phosphonato-D-glycerate(3-)
0	YCR012W	ADP
0	YCR012W	1,3-bisphospho-D-glycerate
0	YCR024C	AMP
0	YCR024C	Asn-tRNA(Asn)
0	YCR024C	diphosphate
0	YCR024C	ATP
0	YCR024C	L-asparagine
0	YCR024C	tRNA(Asn)
0	YCR024C-A	H+
0	YCR024C-A	ADP
0	YCR024C-A	phosphate
0	YCR024C-A	ATP
0	YCR024C-A	H2O
0	YCR028C	H+
0	YCR028C	(R)-pantothenate
0	YCR034W	carbon dioxide
0	YCR034W	coenzyme A
0	YCR034W	3-oxooctadecanoyl-CoA
0	YCR034W	malonyl-CoA
0	YCR034W	H+
0	YCR034W	palmitoyl-CoA
0	YCR034W	3-oxodocosanoyl-CoA
0	YCR034W	icosanoyl-CoA
0	YCR034W	3-oxoicosanoyl-CoA
0	YCR034W	stearoyl-CoA
0	YCR034W	3-oxotetracosanoyl-CoA
0	YCR034W	docosanoyl-CoA
0	YCR036W	ribose-5-phosphate
0	YCR036W	ADP
0	YCR036W	H+
0	YCR036W	ATP
0	YCR036W	D-ribose
0	YCR036W	2-deoxy-D-ribose 5-phosphate
0	YCR036W	2-deoxy-D-ribose
0	YCR037C	phosphate
0	YCR037C	H+
0	YCR048W	coenzyme A
0	YCR048W	zymosteryl oleate
0	YCR048W	zymosterol
0	YCR048W	oleoyl-CoA
0	YCR048W	lanosteryl oleate
0	YCR048W	lanosterol
0	YCR048W	triglyceride (1-16:1, 2-16:1, 3-16:0)
0	YCR048W	diglyceride (1-16:1, 2-16:1)
0	YCR048W	palmitoyl-CoA
0	YCR048W	triglyceride (1-18:1, 2-16:1, 3-18:1)
0	YCR048W	diglyceride (1-18:1, 2-16:1)
0	YCR048W	triglyceride (1-18:1, 2-18:1, 3-18:0)
0	YCR048W	diglyceride (1-18:1, 2-18:1)
0	YCR048W	stearoyl-CoA
0	YCR048W	triglyceride (1-18:0, 2-16:1, 3-18:0)
0	YCR048W	diglyceride (1-18:0, 2-16:1)
0	YCR048W	triglyceride (1-16:1, 2-18:1, 3-18:1)
0	YCR048W	diglyceride (1-16:1, 2-18:1)
0	YCR048W	triglyceride (1-18:0, 2-18:1, 3-16:0)
0	YCR048W	diglyceride (1-18:0, 2-18:1)
0	YCR048W	triglyceride (1-18:0, 2-18:1, 3-18:0)
0	YCR048W	triglyceride (1-16:0, 2-18:1, 3-16:0)
0	YCR048W	diglyceride (1-16:0, 2-18:1)
0	YCR048W	episteryl palmitoleate
0	YCR048W	palmitoleoyl-CoA(4-)
0	YCR048W	episterol
0	YCR048W	zymosteryl palmitoleate
0	YCR048W	triglyceride (1-18:0, 2-16:1, 3-18:1)
0	YCR048W	triglyceride (1-18:1, 2-18:1, 3-16:0)
0	YCR048W	triglyceride (1-16:1, 2-16:1, 3-18:1)
0	YCR048W	triglyceride (1-16:0, 2-18:1, 3-18:1)
0	YCR048W	ergosteryl oleate
0	YCR048W	ergosterol
0	YCR048W	lanosteryl palmitoleate
0	YCR048W	triglyceride (1-16:0, 2-16:1, 3-16:1)
0	YCR048W	diglyceride (1-16:0, 2-16:1)
0	YCR048W	triglyceride (1-16:0, 2-16:1, 3-18:1)
0	YCR048W	triglyceride (1-18:1, 2-16:1, 3-18:0)
0	YCR048W	triglyceride (1-16:0, 2-18:1, 3-18:0)
0	YCR048W	triglyceride (1-18:1, 2-18:1, 3-18:1)
0	YCR048W	triglyceride (1-18:1, 2-16:1, 3-16:0)
0	YCR048W	triglyceride (1-16:0, 2-16:1, 3-18:0)
0	YCR048W	triglyceride (1-16:1, 2-18:1, 3-18:0)
0	YCR048W	fecosteryl oleate
0	YCR048W	fecosterol
0	YCR048W	triglyceride (1-16:1, 2-16:1, 3-16:1)
0	YCR048W	triglyceride (1-16:1, 2-18:1, 3-16:1)
0	YCR048W	triglyceride (1-18:0, 2-16:1, 3-16:0)
0	YCR048W	triglyceride (1-18:1, 2-18:1, 3-16:1)
0	YCR048W	episteryl oleate
0	YCR048W	triglyceride (1-16:0, 2-18:1, 3-16:1)
0	YCR048W	triglyceride (1-16:1, 2-16:1, 3-18:0)
0	YCR048W	triglyceride (1-18:1, 2-16:1, 3-16:1)
0	YCR048W	triglyceride (1-16:0, 2-16:1, 3-16:0)
0	YCR048W	triglyceride (1-16:1, 2-18:1, 3-16:0)
0	YCR048W	ergosteryl palmitoleate
0	YCR048W	triglyceride (1-18:0, 2-16:1, 3-16:1)
0	YCR048W	triglyceride (1-18:0, 2-18:1, 3-16:1)
0	YCR048W	fecosteryl palmitoleate
0	YCR048W	triglyceride (1-18:0, 2-18:1, 3-18:1)
0	YCR053W	phosphate
0	YCR053W	L-threonine
0	YCR053W	H2O
0	YCR053W	O-phospho-L-homoserine
0	YCR053W	4-hydroxy-L-threonine
0	YCR053W	4-(phosphonooxy)-L-threonine
0	YCR068W	palmitate
0	YCR068W	diglyceride (1-16:0, 2-16:1)
0	YCR068W	H+
0	YCR068W	H2O
0	YCR068W	triglyceride (1-16:0, 2-16:1, 3-16:0)
0	YCR068W	palmitoleate
0	YCR068W	1-monoglyceride (16:1)
0	YCR068W	diglyceride (1-16:1, 2-16:1)
0	YCR075C	L-cystine
0	YCR075C	H+
0	YCR083W	NADP(+)
0	YCR083W	TRX1
0	YCR083W	NADPH
0	YCR083W	TRX1 disulphide
0	YCR083W	H2O
0	YCR083W	hydrogen peroxide
0	YCR083W	H+
0	YCR098C	sn-glycero-3-phosphocholine
0	YCR098C	1-(sn-glycero-3-phospho)-1D-myo-inositol
0	YCR105W	NADP(+)
0	YCR105W	2-phenylethanol
0	YCR105W	NADPH
0	YCR105W	phenylacetaldehyde
0	YCR105W	H+
0	YCR105W	isoamylol
0	YCR105W	3-methylbutanal
0	YCR105W	2-methylbutanol
0	YCR105W	2-methylbutanal
0	YCR105W	propanol
0	YCR105W	propanal
0	YCR105W	methionol
0	YCR105W	methional
0	YCR105W	tyrosol
0	YCR105W	(4-hydroxyphenyl)acetaldehyde
0	YCR105W	isobutanol
0	YCR105W	isobutyraldehyde
0	YCR107W	H+
0	YCR107W	4-methylbenzaldehyde
0	YCR107W	NADH
0	YCR107W	4-methylbenzyl alcohol
0	YCR107W	NAD
0	YCR107W	3-chlorobenzaldehyde
0	YCR107W	3-chlorobenzyl alcohol
0	YCR107W	p-cumic aldehyde
0	YCR107W	4-isopropylbenzyl alcohol
0	YCR107W	benzaldehyde
0	YCR107W	benzyl alcohol
0	YCR107W	3-methylbenzaldehyde
0	YCR107W	3-methylbenzyl alcohol
0	YCR107W	3-hydroxybenzaldehyde
0	YCR107W	3-hydroxybenzyl alcohol
0	YEL004W	UDP-N-acetyl-alpha-D-glucosamine
0	YEL006W	NAD
0	YEL021W	UMP
0	YEL021W	carbon dioxide
0	YEL021W	H+
0	YEL021W	orotidine 5'-(dihydrogen phosphate)
0	YEL024W	ubiquinone-6
0	YEL024W	H+
0	YEL024W	ferrocytochrome c
0	YEL024W	ubiquinol-6
0	YEL024W	ferricytochrome c
0	YEL027W	phosphate
0	YEL027W	H+
0	YEL027W	ADP
0	YEL027W	ATP
0	YEL027W	H2O
0	YEL029C	ADP
0	YEL029C	H+
0	YEL029C	pyridoxine 5'-phosphate
0	YEL029C	pyridoxine
0	YEL029C	ATP
0	YEL031W	H+
0	YEL031W	ADP
0	YEL031W	phosphate
0	YEL031W	Mn(2+)
0	YEL031W	ATP
0	YEL031W	H2O
0	YEL038W	formate
0	YEL038W	H+
0	YEL038W	phosphate
0	YEL038W	4-methylthio-2-oxobutanoate
0	YEL038W	5-(methylsulfanyl)-2,3-dioxopentyl phosphate
0	YEL038W	H2O
0	YEL039C	H2O
0	YEL039C	ferricytochrome c
0	YEL039C	ferrocytochrome c
0	YEL039C	hydrogen peroxide
0	YEL039C	pyruvate
0	YEL039C	(S)-lactate
0	YEL039C	(R)-lactate
0	YEL039C	H+
0	YEL039C	oxygen
0	YEL039C	ubiquinone-6
0	YEL039C	ubiquinol-6
0	YEL041W	NADP(+)
0	YEL041W	H+
0	YEL041W	ADP
0	YEL041W	NAD
0	YEL041W	ATP
0	YEL041W	NADPH
0	YEL041W	NADH
0	YEL042W	H+
0	YEL042W	phosphate
0	YEL042W	GMP
0	YEL042W	GDP
0	YEL042W	H2O
0	YEL042W	UMP
0	YEL042W	UDP
0	YEL046C	acetaldehyde
0	YEL046C	L-glycine
0	YEL046C	L-threonine
0	YEL046C	L-allothreonine
0	YEL047C	FAD
0	YEL047C	succinate
0	YEL047C	H+
0	YEL047C	FADH2
0	YEL047C	fumarate
0	YEL047C	FMN
0	YEL047C	FMNH2
0	YEL051W	phosphate
0	YEL051W	H+
0	YEL051W	ADP
0	YEL051W	ATP
0	YEL051W	H2O
0	YEL058W	alpha-D-glucosamine 6-phosphate
0	YEL058W	alpha-D-glucosamine 1-phosphate
0	YEL058W	N-acetyl-alpha-D-glucosamine 1-phosphate
0	YEL058W	N-acetyl-D-glucosamine 6-phosphate
0	YEL063C	H+
0	YEL063C	L-arginine
0	YEL066W	H+
0	YEL066W	coenzyme A
0	YEL066W	[protein]-N(6)-acetyl-L-lysine
0	YEL066W	acetyl-CoA
0	YEL066W	[protein]-L-lysine
0	YEL069C	D-glucitol
0	YEL069C	D-tagatose
0	YEL069C	L-sorbose
0	YEL069C	L-glucitol
0	YEL069C	H+
0	YEL069C	D-fructose
0	YEL069C	D-glucose
0	YEL069C	D-mannose
0	YEL070W	NADH
0	YEL070W	D-fructose
0	YEL070W	H+
0	YEL070W	Mannitol
0	YEL070W	NAD
0	YEL071W	pyruvate
0	YEL071W	ferrocytochrome c
0	YEL071W	(R)-lactate
0	YEL071W	ferricytochrome c
0	YER003C	D-fructose 6-phosphate
0	YER003C	D-mannose 6-phosphate
0	YER005W	H+
0	YER005W	phosphate
0	YER005W	UMP
0	YER005W	H2O
0	YER005W	UDP
0	YER005W	UTP
0	YER005W	IMP
0	YER005W	IDP
0	YER005W	GDP
0	YER005W	GTP
0	YER005W	ADP
0	YER005W	ATP
0	YER005W	ITP
0	YER005W	CMP
0	YER005W	CDP
0	YER005W	AMP
0	YER005W	GMP
0	YER005W	CTP
0	YER010C	carbon dioxide
0	YER010C	pyruvate
0	YER010C	H+
0	YER010C	oxaloacetate
0	YER010C	4-hydroxy-4-methyl-2-oxoglutarate
0	YER014W	protoporphyrin
0	YER014W	H2O
0	YER014W	oxygen
0	YER014W	protoporphyrinogen
0	YER015W	diphosphate
0	YER015W	AMP
0	YER015W	decanoyl-CoA
0	YER015W	ATP
0	YER015W	coenzyme A
0	YER015W	decanoate
0	YER015W	trans-2,cis-9-octadecadienoyl-CoA
0	YER015W	(9Z,12Z)-octadecadienoate
0	YER015W	myristoyl-CoA
0	YER015W	myristate
0	YER015W	palmitoleoyl-CoA(4-)
0	YER015W	palmitoleate
0	YER015W	oleoyl-CoA
0	YER015W	oleate
0	YER015W	stearoyl-CoA
0	YER015W	stearate
0	YER015W	octanoyl-CoA
0	YER015W	octanoate
0	YER015W	propionyl-CoA
0	YER015W	propionate
0	YER015W	palmitoyl-CoA
0	YER015W	palmitate
0	YER015W	lauroyl-CoA
0	YER015W	laurate
0	YER019W	H+
0	YER019W	1D-myo-inositol 1-phosphate
0	YER019W	ceramide-2 (C26)
0	YER019W	H2O
0	YER019W	inositol-P-ceramide B (C26)
0	YER019W	ceramide-2' (C26)
0	YER019W	mannose-1D-myo-inositol 1-phosphate
0	YER019W	mannosylinositol phosphorylceramide B' (C26)
0	YER019W	1D-myo-inositol 3-phosphate
0	YER019W	ceramide-3 (C24)
0	YER019W	inositol-P-ceramide C (C24)
0	YER019W	ceramide-1 (C24)
0	YER019W	inositol-P-ceramide A (C24)
0	YER019W	mannose-(1D-myo-inositol 1-phosphate)2
0	YER019W	ceramide-1 (C26)
0	YER019W	inositol phosphomannosylinositol phosphoceramide A (C26)
0	YER019W	mannosylinositol phosphorylceramide A (C24)
0	YER019W	ceramide-4 (C26)
0	YER019W	mannosylinositol phosphorylceramide D (C26)
0	YER019W	ceramide-4 (C24)
0	YER019W	mannosylinositol phosphorylceramide D (C24)
0	YER019W	inositol phosphomannosylinositol phosphoceramide B (C26)
0	YER019W	ceramide-3 (C26)
0	YER019W	mannosylinositol phosphorylceramide C (C26)
0	YER019W	inositol-P-ceramide D (C26)
0	YER019W	ceramide-2 (C24)
0	YER019W	mannosylinositol phosphorylceramide B (C24)
0	YER019W	inositol phosphomannosylinositol phosphoceramide A (C24)
0	YER019W	inositol phosphomannosylinositol phosphoceramide C (C26)
0	YER019W	inositol-P-ceramide B (C24)
0	YER019W	ceramide-2' (C24)
0	YER019W	inositol phosphomannosylinositol phosphoceramide B' (C24)
0	YER019W	inositol phosphomannosylinositol phosphoceramide D (C24)
0	YER019W	inositol phosphomannosylinositol phosphoceramide D (C26)
0	YER019W	inositol-P-ceramide C (C26)
0	YER019W	inositol-P-ceramide D (C24)
0	YER019W	inositol-P-ceramide A (C26)
0	YER019W	inositol phosphomannosylinositol phosphoceramide B' (C26)
0	YER019W	inositol-P-ceramide B' (C24)
0	YER019W	mannosylinositol phosphorylceramide B (C26)
0	YER019W	inositol-P-ceramide B' (C26)
0	YER019W	inositol phosphomannosylinositol phosphoceramide B (C24)
0	YER019W	mannosylinositol phosphorylceramide C (C24)
0	YER019W	mannosylinositol phosphorylceramide B' (C24)
0	YER019W	inositol phosphomannosylinositol phosphoceramide C (C24)
0	YER019W	mannosylinositol phosphorylceramide A (C26)
0	YER023W	trans-4-hydroxy-L-proline
0	YER023W	NADP(+)
0	YER023W	H+
0	YER023W	NADPH
0	YER023W	1-pyrroline-3-hydroxy-5-carboxylic acid
0	YER023W	L-proline
0	YER023W	1-pyrroline-5-carboxylate
0	YER024W	O-acetylcarnitine
0	YER024W	coenzyme A
0	YER024W	(R)-carnitine
0	YER024W	acetyl-CoA
0	YER026C	CMP
0	YER026C	H+
0	YER026C	phosphatidyl-L-serine (1-18:0, 2-16:1)
0	YER026C	CDP-diacylglycerol (1-18:0, 2-16:1)
0	YER026C	L-serine
0	YER026C	phosphatidyl-L-serine (1-16:1, 2-18:1)
0	YER026C	CDP-diacylglycerol (1-16:1, 2-18:1)
0	YER026C	phosphatidyl-L-serine (1-18:1, 2-16:1)
0	YER026C	CDP-diacylglycerol (1-18:1, 2-16:1)
0	YER026C	phosphatidyl-L-serine (1-18:0, 2-18:1)
0	YER026C	CDP-diacylglycerol (1-18:0, 2-18:1)
0	YER026C	phosphatidyl-L-serine (1-16:0, 2-16:1)
0	YER026C	CDP-diacylglycerol (1-16:0, 2-16:1)
0	YER026C	phosphatidyl-L-serine (1-16:1, 2-16:1)
0	YER026C	CDP-diacylglycerol (1-16:1, 2-16:1)
0	YER026C	phosphatidyl-L-serine (1-16:0, 2-18:1)
0	YER026C	CDP-diacylglycerol (1-16:0, 2-18:1)
0	YER026C	phosphatidyl-L-serine (1-18:1, 2-18:1)
0	YER026C	CDP-diacylglycerol (1-18:1, 2-18:1)
0	YER037W	phosphate
0	YER037W	cytidine
0	YER037W	H2O
0	YER037W	CMP
0	YER037W	H+
0	YER037W	1-monoglyceride (16:0)
0	YER037W	1-acyl-sn-glycerol 3-phosphate (16:0)
0	YER037W	uridine
0	YER037W	UMP
0	YER037W	1-monoglyceride (18:0)
0	YER037W	1-acyl-sn-glycerol 3-phosphate (18:0)
0	YER037W	1-monoglyceride (18:1)
0	YER037W	1-acyl-sn-glycerol 3-phosphate (18:1)
0	YER037W	guanosine
0	YER037W	GMP
0	YER037W	1-monoglyceride (16:1)
0	YER037W	1-acyl-sn-glycerol 3-phosphate (16:1)
0	YER042W	H+
0	YER042W	L-methionine (S)-S-oxide
0	YER042W	TRX1
0	YER042W	TRX1 disulphide
0	YER042W	H2O
0	YER042W	L-methionine
0	YER043C	adenosine
0	YER043C	L-homocysteine
0	YER043C	S-adenosyl-L-homocysteine
0	YER043C	H2O
0	YER052C	ADP
0	YER052C	4-phospho-L-aspartate
0	YER052C	ATP
0	YER052C	L-aspartate
0	YER053C	H+
0	YER053C	phosphate
0	YER055C	5-phosphoribosyl-ATP
0	YER055C	diphosphate
0	YER055C	ATP
0	YER055C	PRPP
0	YER056C	H+
0	YER056C	guanine
0	YER056C	adenine
0	YER056C	cytosine
0	YER060W	H+
0	YER060W	cytosine
0	YER060W	guanine
0	YER060W	adenine
0	YER061C	acetoacetyl-ACP
0	YER061C	carbon dioxide
0	YER061C	ACP1
0	YER061C	acetyl-ACP
0	YER061C	carboxyacetyl-ACP
0	YER061C	H+
0	YER061C	3-oxo-octanoyl-ACP
0	YER061C	hexanoyl-ACP
0	YER061C	3-oxo-hexanoyl-ACP
0	YER061C	butanoyl-ACP
0	YER062C	phosphate
0	YER062C	glycerol
0	YER062C	glycerol 3-phosphate
0	YER062C	H2O
0	YER062C	glycerol 1-phosphate
0	YER065C	glyoxylate
0	YER065C	succinate
0	YER065C	isocitrate
0	YER069W	ADP
0	YER069W	N-acetyl-L-gamma-glutamyl phosphate
0	YER069W	N-acetyl-L-glutamate
0	YER069W	ATP
0	YER069W	2-acetamido-5-oxopentanoate
0	YER069W	phosphate
0	YER069W	NADP(+)
0	YER069W	NADPH
0	YER069W	H+
0	YER070W	TRX1 disulphide
0	YER070W	H2O
0	YER070W	dADP
0	YER070W	TRX1
0	YER070W	H+
0	YER070W	ADP
0	YER070W	dCDP
0	YER070W	CDP
0	YER070W	dGDP
0	YER070W	GDP
0	YER073W	NADH
0	YER073W	H+
0	YER073W	acetate
0	YER073W	H2O
0	YER073W	NAD
0	YER073W	acetaldehyde
0	YER073W	NADPH
0	YER073W	NADP(+)
0	YER073W	indole-3-acetate
0	YER073W	indol-3-ylacetaldehyde
0	YER081W	3-phospho-hydroxypyruvate
0	YER081W	H+
0	YER081W	NADH
0	YER081W	3-phosphonato-D-glycerate(3-)
0	YER081W	NAD
0	YER081W	2-oxoglutarate
0	YER081W	2-hydroxyglutarate
0	YER086W	2-oxobutanoate
0	YER086W	ammonium
0	YER086W	L-threonine
0	YER087W	diphosphate
0	YER087W	Pro-tRNA(Pro)
0	YER087W	AMP
0	YER087W	L-proline
0	YER087W	tRNA(Pro)
0	YER087W	ATP
0	YER090W	H+
0	YER090W	L-glutamate
0	YER090W	pyruvate
0	YER090W	anthranilate
0	YER090W	L-glutamine
0	YER090W	chorismate
0	YER091C	L-methionine
0	YER091C	tetrahydropteroyltri-L-glutamic acid
0	YER091C	L-homocysteine
0	YER091C	5-methyltetrahydropteroyltri-L-glutamic acid
0	YER091C	THF
0	YER091C	5-methyltetrahydrofolate
0	YER099C	H+
0	YER099C	PRPP
0	YER099C	AMP
0	YER099C	ribose-5-phosphate
0	YER099C	ATP
0	YER119C	L-glutamate
0	YER119C	H+
0	YER119C	L-aspartate
0	YER141W	H2O
0	YER141W	NAD
0	YER141W	heme a
0	YER141W	oxygen
0	YER141W	NADH
0	YER141W	heme o
0	YER152C	2-oxoglutarate
0	YER152C	L-2-aminoadipate
0	YER152C	L-glutamate
0	YER152C	2-oxoadipic acid
0	YER163C	5-oxo-L-proline
0	YER163C	L-cysteinylglycine
0	YER163C	glutathione
0	YER170W	GDP
0	YER170W	ADP
0	YER170W	GTP
0	YER170W	AMP
0	YER170W	ATP
0	YER174C	glutathione
0	YER174C	NADP(+)
0	YER174C	glutathione disulfide
0	YER174C	H+
0	YER174C	NADPH
0	YER175C	3-hydroxy-2-isopropyl-4-methoxy-4-oxobutanoate
0	YER175C	S-adenosyl-L-homocysteine
0	YER175C	S-adenosyl-L-methionine
0	YER175C	(2R,3S)-3-isopropylmalate
0	YER175C	(2E)-3-(methoxycarbonyl)pent-2-enedioic acid
0	YER175C	trans-aconitate
0	YER178W	carbon dioxide
0	YER178W	NADH
0	YER178W	acetyl-CoA
0	YER178W	NAD
0	YER178W	coenzyme A
0	YER178W	pyruvate
0	YER183C	phosphate
0	YER183C	ADP
0	YER183C	5,10-methenyl-THF
0	YER183C	ATP
0	YER183C	5-formyltetrahydrofolic acid
0	YER183C	H+
0	YER183C	10-formyl-THF
0	YER183C	H2O
0	YHL003C	ceramide-2 (C24)
0	YHL003C	H+
0	YHL003C	coenzyme A
0	YHL003C	tetracosanoyl-CoA
0	YHL003C	phytosphingosine
0	YHL003C	ceramide-1 (C26)
0	YHL003C	hexacosanoyl-CoA
0	YHL003C	sphinganine
0	YHL003C	ceramide-2 (C26)
0	YHL003C	ceramide-1 (C24)
0	YHL011C	H+
0	YHL011C	PRPP
0	YHL011C	AMP
0	YHL011C	ribose-5-phosphate
0	YHL011C	ATP
0	YHL012W	UDP-D-glucose
0	YHL012W	diphosphate
0	YHL012W	UTP
0	YHL012W	D-glucose 1-phosphate
0	YHL012W	H+
0	YHL016C	spermidine
0	YHL016C	H+
0	YHL016C	urea
0	YHL018W	H2O
0	YHL018W	Dihydrobiopterin
0	YHL018W	4a-Hydroxytetrahydrobiopterin
0	YHL032C	H+
0	YHL032C	glycerol 3-phosphate
0	YHL032C	ADP
0	YHL032C	glycerol
0	YHL032C	ATP
0	YHL036W	L-methionine
0	YHL036W	H+
0	YHR002W	coenzyme A
0	YHR007C	formate
